"id","task","model_response","exception_traceback","exception_type","generation_time_ms","model_name","task_execution_result","prompting_type","task_category"
"e4084e17-701e-4d60-9b84-351799a5bac4","Pour some cereal in a bowl","{""code"": ""self.tm.talk(\""I am going to the kitchen to get a bowl\"")\nself.tm.go_to_place(\""kitchen\"")\nfound_bowl = self.tm.find_object(\""bowl\"")\nif found_bowl:\n    self.tm.talk(\""I found a bowl\"")\nelse:\n    self.tm.talk(\""I cannot find a bowl\"")\nself.tm.talk(\""I am going to pour cereal in the bowl\"")\nself.tm.talk(\""I am going to the pantry to get cereal\"")\nself.tm.go_to_place(\""pantry\"")\nfound_cereal = self.tm.find_object(\""cereal\"")\nif found_cereal:\n    self.tm.talk(\""I found cereal\"")\nelse:\n    self.tm.talk(\""I cannot find cereal\"")\nself.tm.talk(\""I am going to the kitchen to pour cereal in the bowl\"")\nself.tm.go_to_place(\""kitchen\"")\nif found_bowl and found_cereal:\n    self.tm.grasp_object(\""cereal\"")\n    self.tm.leave_object(\""bowl\"")\n    self.tm.talk(\""I poured cereal in the bowl\"")\nelse:\n    self.tm.talk(\""I am sorry, I cannot complete this task\"")""}","Traceback (most recent call last):\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\pepper_code_generator.py"", line 45, in evaluate_automated_tests\n    exec(code)\n  File ""<string>"", line 11, in <module>\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\test_module.py"", line 36, in find_object\n    raise exceptions.InvalidObjectException(f""Object {object_name} not in the list of objects"")\nexceptions.InvalidObjectException: Object cereal not in the list of objects\n","InvalidObjectException","3.08447933197021","GPT35","EXECUTED_BUT_FAILED","LONG_STRING","EGSPR1"
"28078396-13b5-4954-bd4f-49d3f1ea4815","Could you bring the phone to the sideshelf","{""code"": ""self.tm.talk(\""I am going to the sideshelf\"")\nself.tm.go_to_place(\""shelf_bedroom\"")\nfound_phone = self.tm.find_object(\""phone\"")\nif found_phone:\n    self.tm.grasp_object(\""phone\"")\nelse:\n    self.tm.talk(\""I cannot find the phone\"")\nself.tm.go_to_place(\""entrance\"")\nself.tm.leave_object(\""phone\"")""}","Traceback (most recent call last):\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\pepper_code_generator.py"", line 45, in evaluate_automated_tests\n    exec(code)\n  File ""<string>"", line 3, in <module>\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\test_module.py"", line 36, in find_object\n    raise exceptions.InvalidObjectException(f""Object {object_name} not in the list of objects"")\nexceptions.InvalidObjectException: Object phone not in the list of objects\n","InvalidObjectException","0.919080495834351","GPT35","EXECUTED_BUT_FAILED","LONG_STRING","EGSPR1"
"28ffaba8-f625-4b4e-819b-6f2a2c6290ba","Put all the candies on the cabinet","{""code"": ""self.tm.talk(\""I am going to put all the candies on the cabinet\"")\nself.tm.go_to_place(\""kitchen\"")\nfound_candies = self.tm.find_object(\""biscuits\"")\nif found_candies:\n    self.tm.grasp_object(\""biscuits\"")\n    self.tm.go_to_place(\""cabinet\"")\n    self.tm.leave_object(\""biscuits\"")\n    self.tm.talk(\""I have put all the candies on the cabinet\"")\nelse:\n    self.tm.talk(\""I cannot find the candies\"")""}","","","1.3686351776123","GPT35","SUCCESFULLY_COMPLETED","LONG_STRING","EGSPR1"
"302b2d4f-b88f-470e-a434-204f847e44ea","Please bring me the bowl","{""code"": ""self.tm.talk(\""I am going to find the bowl\"")\nself.tm.go_to_place(\""kitchen\"")\nfound_bowl = self.tm.find_object(\""bowl\"")\nif found_bowl:\n    self.tm.grasp_object(\""bowl\"")\nelse:\n    self.tm.talk(\""I cannot find the bowl\"")""}","","","0.69056248664856","GPT35","PARTIALLY_COMPLETED","LONG_STRING","EGSPR1"
"290a4d7f-cb3d-485b-a179-11ce4e8ded22","Could you please bring me the pencil","{""code"": ""self.tm.talk(\""I am going to find the pencil\"")\nself.tm.go_to_place(\""office\"")\nfound_pencil = self.tm.find_object(\""pencil\"")\nif found_pencil:\n    self.tm.grasp_object(\""pencil\"")\nelse:\n    self.tm.talk(\""I cannot find the pencil\"")""}","Traceback (most recent call last):\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\pepper_code_generator.py"", line 45, in evaluate_automated_tests\n    exec(code)\n  File ""<string>"", line 3, in <module>\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\test_module.py"", line 36, in find_object\n    raise exceptions.InvalidObjectException(f""Object {object_name} not in the list of objects"")\nexceptions.InvalidObjectException: Object pencil not in the list of objects\n","InvalidObjectException","0.931283712387085","GPT35","EXECUTED_BUT_FAILED","LONG_STRING","EGSPR1"
"3d6844d3-58d9-4f0b-9cd8-06f861826f13","Could you please pick up the tray and put it onto the cupboard","{""code"": ""self.tm.talk(\""I am going to pick up the tray\"")\nself.tm.go_to_place(\""kitchen\"")\nfound_tray = self.tm.find_object(\""tray\"")\nif found_tray:\n    self.tm.grasp_object(\""tray\"")\nelse:\n    self.tm.talk(\""I cannot find the tray\"")\nself.tm.talk(\""I am going to the cupboard\"")\nself.tm.go_to_place(\""cabinet\"")\nif found_tray:\n    self.tm.leave_object(\""tray\"")\nelse:\n    self.tm.talk(\""I am sorry, I did not find the tray\"")""}","Traceback (most recent call last):\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\pepper_code_generator.py"", line 45, in evaluate_automated_tests\n    exec(code)\n  File ""<string>"", line 3, in <module>\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\test_module.py"", line 36, in find_object\n    raise exceptions.InvalidObjectException(f""Object {object_name} not in the list of objects"")\nexceptions.InvalidObjectException: Object tray not in the list of objects\n","InvalidObjectException","1.47242140769958","GPT35","EXECUTED_BUT_FAILED","LONG_STRING","EGSPR1"
"13835af1-fa25-479a-9201-bec0aa094051","Bring me the egg","{""code"": ""self.tm.talk(\""I am going to find the egg\"")\nself.tm.go_to_place(\""kitchen\"")\nfound_egg = self.tm.find_object(\""egg\"")\nif found_egg:\n    self.tm.grasp_object(\""egg\"")\nelse:\n    self.tm.talk(\""I cannot find the egg\"")\nself.tm.talk(\""I am going to the living room\"")\nself.tm.go_to_place(\""living_room\"")\nif found_egg:\n    self.tm.leave_object(\""egg\"")\nelse:\n    self.tm.talk(\""I am sorry, I did not find the egg\"")""}","Traceback (most recent call last):\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\pepper_code_generator.py"", line 45, in evaluate_automated_tests\n    exec(code)\n  File ""<string>"", line 3, in <module>\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\test_module.py"", line 36, in find_object\n    raise exceptions.InvalidObjectException(f""Object {object_name} not in the list of objects"")\nexceptions.InvalidObjectException: Object egg not in the list of objects\n","InvalidObjectException","1.64172887802124","GPT35","EXECUTED_BUT_FAILED","LONG_STRING","EGSPR1"
"738bc51b-48cb-40c3-8870-9043504adc04","Take the paprika from the box, and place it to the sideshelf","{""code"": ""self.tm.talk(\""I am going to take the paprika from the box\"")\nself.tm.go_to_place(\""kitchen\"")\nfound_box = self.tm.find_object(\""box\"")\nif found_box:\n    self.tm.grasp_object(\""box\"")\n    self.tm.leave_object(\""paprika\"")\nelse:\n    self.tm.talk(\""I cannot find the box\"")\nself.tm.talk(\""I am going to the sideshelf\"")\nself.tm.go_to_place(\""shelf_bedroom\"")\nself.tm.leave_object(\""paprika\"")""}","Traceback (most recent call last):\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\pepper_code_generator.py"", line 45, in evaluate_automated_tests\n    exec(code)\n  File ""<string>"", line 3, in <module>\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\test_module.py"", line 36, in find_object\n    raise exceptions.InvalidObjectException(f""Object {object_name} not in the list of objects"")\nexceptions.InvalidObjectException: Object box not in the list of objects\n","InvalidObjectException","1.19668841362","GPT35","EXECUTED_BUT_FAILED","LONG_STRING","EGSPR1"
"d27f64e9-cb3e-4a58-8d5d-ab82978a1337","Find a pretzels","{""code"": ""self.tm.talk(\""I am going to find pretzels\"")\nself.tm.go_to_place(\""kitchen\"")\nfound_pretzels = self.tm.find_object(\""biscuits\"")\nif found_pretzels:\n    self.tm.grasp_object(\""biscuits\"")\nelse:\n    self.tm.talk(\""I cannot find the pretzels\"")""}","","","1.1907594203949","GPT35","SUCCESFULLY_COMPLETED","LONG_STRING","EGSPR3"
"96bb23bb-d363-4ae2-974c-427ba9ed7f50","Take the cloth from the oven, and place it to the living table","{""code"": ""self.tm.talk(\""I am going to take the cloth from the oven\"")\nself.tm.go_to_place(\""kitchen\"")\nfound_cloth = self.tm.find_object(\""cloth\"")\nif found_cloth:\n    self.tm.grasp_object(\""cloth\"")\nelse:\n    self.tm.talk(\""I cannot find the cloth\"")\nself.tm.talk(\""I am going to the living table\"")\nself.tm.go_to_place(\""dining_room\"")\nif found_cloth:\n    self.tm.leave_object(\""cloth\"")\nelse:\n    self.tm.talk(\""I am sorry, I did not find the cloth\"")""}","Traceback (most recent call last):\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\pepper_code_generator.py"", line 45, in evaluate_automated_tests\n    exec(code)\n  File ""<string>"", line 3, in <module>\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\test_module.py"", line 36, in find_object\n    raise exceptions.InvalidObjectException(f""Object {object_name} not in the list of objects"")\nexceptions.InvalidObjectException: Object cloth not in the list of objects\n","InvalidObjectException","1.63186454772949","GPT35","EXECUTED_BUT_FAILED","LONG_STRING","EGSPR1"
"ea3374d5-77f8-423a-ae0b-d6ca252857a3","Bring me the book","{""code"": ""self.tm.talk(\""I am going to find the book\"")\nself.tm.go_to_place(\""bookshelf\"")\nfound_book = self.tm.find_object(\""book\"")\nif found_book:\n    self.tm.grasp_object(\""book\"")\nelse:\n    self.tm.talk(\""I cannot find the book\"")\nself.tm.talk(\""I am going to bring the book to you\"")\nself.tm.go_to_place(\""entrance\"")\nif found_book:\n    self.tm.leave_object(\""book\"")\nelse:\n    self.tm.talk(\""I am sorry, I did not find the book\"")""}","Traceback (most recent call last):\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\pepper_code_generator.py"", line 45, in evaluate_automated_tests\n    exec(code)\n  File ""<string>"", line 3, in <module>\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\test_module.py"", line 36, in find_object\n    raise exceptions.InvalidObjectException(f""Object {object_name} not in the list of objects"")\nexceptions.InvalidObjectException: Object book not in the list of objects\n","InvalidObjectException","1.35550498962402","GPT35","EXECUTED_BUT_FAILED","LONG_STRING","EGSPR1"
"574c3346-313d-42ad-af7a-76719db1577c","Please count the drinks items at the desk and report to Mason in the living table.","{""code"": ""self.tm.talk(\""I am going to count the drinks items at the desk\"")\nself.tm.go_to_place(\""desk\"")\ndrink_count = self.tm.count_objects(\""drink\"")\nself.tm.talk(f\""There are {drink_count} drink items at the desk\"")\nself.tm.talk(\""I am going to report to Mason in the living table\"")\nself.tm.go_to_place(\""living_room\"")\nself.tm.talk(\""Mason, there are {drink_count} drink items at the desk\"")""}","Traceback (most recent call last):\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\pepper_code_generator.py"", line 45, in evaluate_automated_tests\n    exec(code)\n  File ""<string>"", line 3, in <module>\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\test_module.py"", line 47, in count_objects\n    raise exceptions.InvalidObjectException(f""Object {object_name} not in the list of objects"")\nexceptions.InvalidObjectException: Object drink not in the list of objects\n","InvalidObjectException","1.12171578407288","GPT35","EXECUTED_BUT_FAILED","LONG_STRING","EGSPR2"
"96718d2c-a978-4d8b-9f53-955b58838f97","Could you put containers on the office","{""code"": ""self.tm.talk(\""I am going to the office\"")\nself.tm.go_to_place(\""office\"")\ncontainers = ['bowl', 'cup', 'fork', 'knife', 'spoon', 'mug']\nfor container in containers:\n    found_container = self.tm.find_object(container)\n    if found_container:\n        self.tm.leave_object(container)\n    else:\n        self.tm.talk(f\""I cannot find the {container}\"")""}","","","1.38597178459167","GPT35","PARTIALLY_COMPLETED","LONG_STRING","EGSPR3"
"9105f171-9c05-4945-a2fb-a53f1fde0f52","Tell Emily how many toiletries items are in the living shelf.","{""code"": ""self.tm.talk(\""I am going to the living room\"")\nself.tm.go_to_place(\""living_room\"")\nself.tm.talk(\""I am going to the living shelf\"")\nself.tm.go_to_place(\""shelf_bedroom\"")\ntoiletries_count = self.tm.count_objects(\""cleanser\"")\nself.tm.talk(\""There are \"" + str(toiletries_count) + \"" toiletries items in the living shelf\"")""}","","","2.32903075218201","GPT35","PARTIALLY_COMPLETED","LONG_STRING","EGSPR2"
"de5077de-a7cc-418b-a29e-e306f150e628","Please describe the objects in the living table to Michael in the desk","{""code"": ""self.tm.talk(\""I am going to the living room\"")\nself.tm.go_to_place(\""living_room\"")\nself.tm.talk(\""I am going to the desk\"")\nself.tm.go_to_place(\""desk\"")\nself.tm.talk(\""I am going to describe the objects on the living table\"")\nself.tm.go_to_place(\""living_room\"")\nfound_table = self.tm.find_object(\""table\"")\nif found_table:\n    self.tm.talk(\""I found the living table\"")\n    self.tm.talk(\""I am going to describe the objects on the living table to Michael\"")\n    self.tm.talk(\""Michael, on the living table I see a bottle, a cup, and a bowl\"")\n    self.tm.talk(\""I have described the objects on the living table to Michael\"")\nelse:\n    self.tm.talk(\""I cannot find the living table\"")\nself.tm.talk(\""I am going back to the desk\"")\nself.tm.go_to_place(\""desk\"")\nself.tm.talk(\""I have described the objects in the living table to Michael in the desk\"")""}","Traceback (most recent call last):\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\pepper_code_generator.py"", line 45, in evaluate_automated_tests\n    exec(code)\n  File ""<string>"", line 7, in <module>\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\test_module.py"", line 36, in find_object\n    raise exceptions.InvalidObjectException(f""Object {object_name} not in the list of objects"")\nexceptions.InvalidObjectException: Object table not in the list of objects\n","InvalidObjectException","2.83506393432617","GPT35","EXECUTED_BUT_FAILED","LONG_STRING","EGSPR2"
"48ceb6aa-4baf-46e0-901c-7d9bf583c6c5","Could you please bring me the left-most object from the bookcase.","{""code"": ""self.tm.talk(\""I am going to the bookcase\"")\nself.tm.go_to_place(\""bookshelf\"")\nfound_objects = self.tm.count_objects(\""book\"")\nif found_objects > 0:\n    self.tm.grasp_object(\""book\"")\n    self.tm.talk(\""I have grabbed the left-most book\"")\nelse:\n    self.tm.talk(\""I cannot find any books in the bookcase\"")""}","Traceback (most recent call last):\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\pepper_code_generator.py"", line 45, in evaluate_automated_tests\n    exec(code)\n  File ""<string>"", line 3, in <module>\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\test_module.py"", line 47, in count_objects\n    raise exceptions.InvalidObjectException(f""Object {object_name} not in the list of objects"")\nexceptions.InvalidObjectException: Object book not in the list of objects\n","InvalidObjectException","1.16409015655518","GPT35","EXECUTED_BUT_FAILED","LONG_STRING","EGSPR2"
"6ed0e4ba-00a6-4ad7-881a-44d86f44bcbc","Please take the tallest drinks from the bar to the sideshelf.","{""code"": ""self.tm.talk(\""I am going to the bar\"")\nself.tm.go_to_place(\""kitchen\"")\nfound_drinks = self.tm.count_objects(\""drink\"")\nif found_drinks > 0:\n    self.tm.talk(\""I found some drinks\"")\n    self.tm.go_to_place(\""sideshelf\"")\n    self.tm.talk(\""I am going to leave the drinks on the sideshelf\"")\n    self.tm.leave_object(\""drink\"")\nelse:\n    self.tm.talk(\""I am sorry, I did not find any drinks at the bar\"")""}","Traceback (most recent call last):\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\pepper_code_generator.py"", line 45, in evaluate_automated_tests\n    exec(code)\n  File ""<string>"", line 3, in <module>\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\test_module.py"", line 47, in count_objects\n    raise exceptions.InvalidObjectException(f""Object {object_name} not in the list of objects"")\nexceptions.InvalidObjectException: Object drink not in the list of objects\n","InvalidObjectException","1.36663699150085","GPT35","EXECUTED_BUT_FAILED","LONG_STRING","EGSPR2"
"b421aad1-4510-440f-a2a3-51096e11f89d","Could you please bring me the blue object from the dining table.","{""code"": ""self.tm.talk(\""I am going to the dining table\"")\nself.tm.go_to_place(\""dining_room\"")\nfound_blue_object = self.tm.find_object(\""blue\"")\nif found_blue_object:\n    self.tm.grasp_object(\""blue\"")\nelse:\n    self.tm.talk(\""I cannot find the blue object\"")\nself.tm.talk(\""I am going to the living room\"")\nself.tm.go_to_place(\""living_room\"")\nif found_blue_object:\n    self.tm.leave_object(\""blue\"")\nelse:\n    self.tm.talk(\""I am sorry, I did not find the blue object\"")""}","Traceback (most recent call last):\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\pepper_code_generator.py"", line 45, in evaluate_automated_tests\n    exec(code)\n  File ""<string>"", line 3, in <module>\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\test_module.py"", line 36, in find_object\n    raise exceptions.InvalidObjectException(f""Object {object_name} not in the list of objects"")\nexceptions.InvalidObjectException: Object blue not in the list of objects\n","InvalidObjectException","1.21510434150696","GPT35","EXECUTED_BUT_FAILED","LONG_STRING","EGSPR2"
"9e2e2a69-276b-4671-8c8a-aed8086fc000","Bring me the toiletries at the right dining table.","{""code"": ""self.tm.talk(\""I am going to the dining room\"")\nself.tm.go_to_place(\""dining_room\"")\nself.tm.talk(\""I am going to the right dining table\"")\nself.tm.go_to_place(\""right_dining_table\"")\nself.tm.talk(\""I am going to look for the toiletries\"")\nfound_toiletries = self.tm.find_object(\""toiletries\"")\nif found_toiletries:\n    self.tm.grasp_object(\""toiletries\"")\nelse:\n    self.tm.talk(\""I cannot find the toiletries\"")\nself.tm.talk(\""I am going back to the entrance\"")\nself.tm.go_to_place(\""entrance\"")\nif found_toiletries:\n    self.tm.leave_object(\""toiletries\"")\nelse:\n    self.tm.talk(\""I am sorry, I did not find the toiletries\"")""}","Traceback (most recent call last):\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\pepper_code_generator.py"", line 45, in evaluate_automated_tests\n    exec(code)\n  File ""<string>"", line 4, in <module>\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\test_module.py"", line 129, in go_to_place\n    raise exceptions.InvalidLocationException(f""Location {place_name} not in the list of locations"")\nexceptions.InvalidLocationException: Location right_dining_table not in the list of locations\n","InvalidLocationException","1.90734577178955","GPT35","EXECUTED_BUT_FAILED","LONG_STRING","EGSPR2"
"f387507a-310c-40e5-8c66-3e0f8f2b8731","Robot please join the dark side, locate Jacob in the sink, and pick up the baby sweets from the bookcase.","{""code"": ""self.tm.talk(\""I am going to join the dark side\"")\nself.tm.go_to_place(\""sink\"")\nfound_jacob = self.tm.find_object(\""person\"")\nif found_jacob:\n    self.tm.talk(\""I found Jacob in the sink\"")\nelse:\n    self.tm.talk(\""I cannot find Jacob in the sink\"")\nself.tm.talk(\""I am going to pick up the baby sweets\"")\nself.tm.go_to_place(\""bookshelf\"")\nfound_sweets = self.tm.find_object(\""biscuits\"")\nif found_sweets:\n    self.tm.grasp_object(\""biscuits\"")\nelse:\n    self.tm.talk(\""I cannot find the baby sweets in the bookcase\"")""}","","","2.63804125785828","GPT35","SUCCESFULLY_COMPLETED","LONG_STRING","EGSPR6"
"60fe9b31-bc0d-47c3-b69b-56a6b1a5ee53","Could you tell Angel in the TV stand how many white bisquits are in the sideshelf.","{""code"": ""self.tm.talk(\""I am going to the TV stand\"")\nself.tm.go_to_place(\""tv_stand\"")\nself.tm.talk(\""Angel, how many white biscuits are in the side shelf?\"")\nanswer = self.tm.q_a_speech(\""count_biscuits\"")\nif answer.isdigit():\n    count = int(answer)\n    self.tm.talk(f\""There are {count} white biscuits in the side shelf\"")\nelse:\n    self.tm.talk(\""I am sorry, I did not understand the answer\"")""}","Traceback (most recent call last):\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\pepper_code_generator.py"", line 45, in evaluate_automated_tests\n    exec(code)\n  File ""<string>"", line 4, in <module>\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\test_module.py"", line 99, in q_a_speech\n    raise exceptions.QuestionAnswerTagException(f""Tag {tag} not in the list of question tags"")\nexceptions.QuestionAnswerTagException: Tag count_biscuits not in the list of question tags\n","QuestionAnswerTagException","1.88059949874878","GPT35","EXECUTED_BUT_FAILED","LONG_STRING","EGSPR2"
"56c45bd3-42e6-43f3-b7bd-d28b21a90238","Please put candies on the kitchen","{""code"": ""self.tm.talk(\""I am going to the kitchen\"")\nself.tm.go_to_place(\""kitchen\"")\nself.tm.talk(\""I am going to put candies on the kitchen\"")\nself.tm.leave_object(\""candies\"")""}","Traceback (most recent call last):\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\pepper_code_generator.py"", line 45, in evaluate_automated_tests\n    exec(code)\n  File ""<string>"", line 4, in <module>\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\test_module.py"", line 200, in leave_object\n    raise exceptions.InvalidObjectException(f""Object {object_name} not in the list of objects"")\nexceptions.InvalidObjectException: Object candies not in the list of objects\n","InvalidObjectException","0.720156192779541","GPT35","EXECUTED_BUT_FAILED","LONG_STRING","EGSPR3"
"4aedbd17-4887-4d36-ac11-077a7208d8c0","Could you please locate a plate","{""code"": ""self.tm.talk(\""I am going to locate a plate\"")\nself.tm.go_to_place(\""kitchen\"")\nfound_plate = self.tm.find_object(\""plate\"")\nif found_plate:\n    self.tm.talk(\""I found the plate\"")\nelse:\n    self.tm.talk(\""I cannot find the plate\"")""}","Traceback (most recent call last):\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\pepper_code_generator.py"", line 45, in evaluate_automated_tests\n    exec(code)\n  File ""<string>"", line 3, in <module>\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\test_module.py"", line 36, in find_object\n    raise exceptions.InvalidObjectException(f""Object {object_name} not in the list of objects"")\nexceptions.InvalidObjectException: Object plate not in the list of objects\n","InvalidObjectException","1.16325807571411","GPT35","EXECUTED_BUT_FAILED","LONG_STRING","EGSPR3"
"557fdcc1-2079-4d9f-bbed-72bf6ae15926","Robot please take the food from the kitchen and deliver it on the kitchen","{""code"": ""self.tm.talk(\""I am going to the kitchen\"")\nself.tm.go_to_place(\""kitchen\"")\nself.tm.talk(\""I am going to take the food\"")\nfound_food = self.tm.find_object(\""food\"")\nif found_food:\n    self.tm.grasp_object(\""food\"")\nelse:\n    self.tm.talk(\""I cannot find the food\"")\nself.tm.talk(\""I am going to deliver the food\"")\nself.tm.go_to_place(\""kitchen\"")\nif found_food:\n    self.tm.leave_object(\""food\"")\nelse:\n    self.tm.talk(\""I am sorry, I did not find the food\"")""}","Traceback (most recent call last):\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\pepper_code_generator.py"", line 45, in evaluate_automated_tests\n    exec(code)\n  File ""<string>"", line 4, in <module>\n  File ""d:\Users\Juan PC\Documents\Programming Scripts\Python Scripts\8vo Semestre\Proyecto de Grado\task_utilities\src\code_generation\test_module.py"", line 36, in find_object\n    raise exceptions.InvalidObjectException(f""Object {object_name} not in the list of objects"")\nexceptions.InvalidObjectException: Object food not in the list of objects\n","InvalidObjectException","1.49081039428711","GPT35","EXECUTED_BUT_FAILED","LONG_STRING","EGSPR3"
"ffdf1706-6f70-49d4-bb45-f9a362fa6bba","Could you please take the toiletries from the living room and give it to a person","{""code"": ""self.tm.talk(\""I am going to the living room to find the toiletries\"")\nself.tm.go_to_place(\""living_room\"")\nfound_toiletries = self.tm.find_object(\""cleanser\"")\nif found_toiletries:\n    self.tm.grasp_object(\""cleanser\"")\nelse:\n    self.tm.talk(\""I cannot find the toiletries\"")\nself.tm.talk(\""I am going to find a person\"")\nself.tm.go_to_place(\""entrance\"")\nself.tm.talk(\""Excuse me, do you need these toiletries?\"")\nperson_response = self.tm.q_a_speech(\""drink\"")\nif person_response:\n    self.tm.talk(\""Here are the toiletries you requested\"")\n    self.tm.leave_object(\""cleanser\"")\nelse:\n    self.tm.talk(\""I am sorry, I cannot understand your response\"")""}","","","3.34725999832153","GPT35","SUCCESFULLY_COMPLETED","LONG_STRING","EGSPR3"
"ffa039da-2a1c-4715-99ef-4147024c6524","Could you find a soap","{""code"": ""self.tm.talk(\""I am going to find a soap\"")\nself.tm.go_to_place(\""bathroom\"")\nfound_soap = self.tm.find_object(\""cleanser\"")\nif found_soap:\n    self.tm.talk(\""I found the soap\"")\nelse:\n    self.tm.talk(\""I cannot find the soap\"")""}","","","1.03635287284851","GPT35","SUCCESFULLY_COMPLETED","LONG_STRING","EGSPR3"
"a91b7255-6c81-4cb2-831a-afce8d6bc28b","Could you take the baby sweets from the bookcase and put it on the kitchen","{""code"": ""self.tm.talk(\""I am going to the bookcase to find the baby sweets\"")\nself.tm.go_to_place(\""bookshelf\"")\nfound_sweets = self.tm.find_object(\""biscuits\"")\nif found_sweets:\n    self.tm.grasp_object(\""biscuits\"")\nelse:\n    self.tm.talk(\""I cannot find the baby sweets\"")\nself.tm.talk(\""I am going to the kitchen\"")\nself.tm.go_to_place(\""kitchen\"")\nif found_sweets:\n    self.tm.leave_object(\""biscuits\"")\nelse:\n    self.tm.talk(\""I am sorry, I did not find the baby sweets\"")""}","","","1.96110963821411","GPT35","PARTIALLY_COMPLETED","LONG_STRING","EGSPR3"
